Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.12.2024,42516.2585,10789.2585,8179.2585,34337.0,2610.0
02.12.2024,33993.3708,17005.3708,14654.3708,19339.0,2351.0
03.12.2024,28983.4002,16656.4002,13317.4002,15666.0,3339.0
04.12.2024,22279.9929,18783.9929,14436.9929,7843.0,4347.0
05.12.2024,38947.7022,17340.7022,14549.7022,24398.0,2791.0
06.12.2024,25719.0691,19250.0691,14339.0691,11380.0,4911.0
07.12.2024,36452.2701,25693.2701,20709.2701,15743.0,4984.0
08.12.2024,29629.8664,26720.8664,17636.8664,11993.0,9084.0
09.12.2024,40022.0902,21434.0902,18772.0902,21250.0,2662.0
10.12.2024,29656.937,16168.937,11575.937,18081.0,4593.0
11.12.2024,32366.4898,19233.4898,14092.4898,18274.0,5141.0
12.12.2024,19738.3387,17364.3387,12850.3387,6888.0,4514.0
13.12.2024,24643.415,16294.415,13736.415,10907.0,2558.0
14.12.2024,18386.6824,18712.6824,10098.6824,8288.0,8614.0
15.12.2024,39160.3187,21222.3187,16492.3187,22668.0,4730.0
16.12.2024,24238.0262,14581.0262,10751.0262,13487.0,3830.0
17.12.2024,48073.285,16693.285,12723.285,35350.0,3970.0
18.12.2024,47485.479,27813.479,22229.479,25256.0,5584.0
19.12.2024,29656.0938,14048.0938,9995.0938,19661.0,4053.0
20.12.2024,9115.0673,16721.0673,8894.0673,221.0,7827.0
21.12.2024,12847.3668,19551.3668,12015.3668,832.0,7536.0
22.12.2024,20528.3578,27110.3578,19405.3578,1123.0,7705.0
23.12.2024,24967.1891,27499.1891,21015.1891,3952.0,6484.0
24.12.2024,32622.3578,18805.3578,13742.3578,18880.0,5063.0
25.12.2024,14440.0275,23197.0275,13255.0275,1185.0,9942.0
26.12.2024,15448.4909,21628.4909,14000.4909,1448.0,7628.0
27.12.2024,36941.217,24226.217,19870.217,17071.0,4356.0
28.12.2024,43929.7592,26911.7592,22004.7592,21925.0,4907.0
29.12.2024,14729.7923,12680.7923,8360.7923,6369.0,4320.0
30.12.2024,20387.453,18921.453,13683.453,6704.0,5238.0
31.12.2024,19466.813,20275.813,14238.813,5228.0,6037.0
