Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.02.2026,27013.0995,21696.0995,15580.0995,11433.0,6116.0
02.02.2026,10668.4459,16323.4459,10201.4459,467.0,6122.0
03.02.2026,39512.1471,24089.1471,16720.1471,22792.0,7369.0
04.02.2026,43256.2833,22236.2833,16373.2833,26883.0,5863.0
05.02.2026,37596.2683,20548.2683,15900.2683,21696.0,4648.0
06.02.2026,16005.0758,14595.0758,9167.0758,6838.0,5428.0
07.02.2026,25193.5028,19138.5028,12588.5028,12605.0,6550.0
08.02.2026,37280.3267,28223.3267,21786.3267,15494.0,6437.0
09.02.2026,43053.3214,24566.3214,17043.3214,26010.0,7523.0
10.02.2026,7413.6683,15652.6683,7184.6683,229.0,8468.0
11.02.2026,28050.4028,29184.4028,21115.4028,6935.0,8069.0
12.02.2026,42390.5186,18682.5186,13816.5186,28574.0,4866.0
13.02.2026,12102.9589,17171.9589,11495.9589,607.0,5676.0
14.02.2026,25845.4768,22802.4768,12992.4768,12853.0,9810.0
15.02.2026,29328.523,25611.523,16124.523,13204.0,9487.0
16.02.2026,10261.0659,22114.0659,10009.0659,252.0,12105.0
17.02.2026,6723.2806,20869.2806,6524.2806,199.0,14345.0
18.02.2026,28411.2526,30068.2526,18245.2526,10166.0,11823.0
19.02.2026,32571.4187,18595.4187,12667.4187,19904.0,5928.0
20.02.2026,34469.6402,21309.6402,15105.6402,19364.0,6204.0
21.02.2026,32180.4738,26447.4738,14976.4738,17204.0,11471.0
22.02.2026,23334.1615,27541.1615,18789.1615,4545.0,8752.0
23.02.2026,33313.2307,19276.2307,11362.2307,21951.0,7914.0
24.02.2026,38757.663,22695.663,17259.663,21498.0,5436.0
25.02.2026,38100.4206,26087.4206,18567.4206,19533.0,7520.0
26.02.2026,10043.4506,18555.4506,9833.4506,210.0,8722.0
27.02.2026,31578.5466,19552.5466,10485.5466,21093.0,9067.0
28.02.2026,39628.8028,19307.8028,12354.8028,27274.0,6953.0
