Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.09.2025,21563.79,34009.79,14624.79,6939.0,19385.0
02.09.2025,16303.1423,35546.1423,14486.1423,1817.0,21060.0
03.09.2025,29697.2636,32246.2636,16440.2636,13257.0,15806.0
04.09.2025,18771.966,27037.966,14862.966,3909.0,12175.0
05.09.2025,16812.0872,23004.0872,10510.0872,6302.0,12494.0
06.09.2025,31122.3619,36006.3619,18649.3619,12473.0,17357.0
07.09.2025,17713.9817,42202.9817,15901.9817,1812.0,26301.0
08.09.2025,32537.2478,35057.2478,17482.2478,15055.0,17575.0
09.09.2025,9058.1262,25056.1262,8588.1262,470.0,16468.0
10.09.2025,11051.3077,37401.3077,10639.3077,412.0,26762.0
11.09.2025,27169.7375,37845.7375,17191.7375,9978.0,20654.0
12.09.2025,16419.189,33449.189,15357.189,1062.0,18092.0
13.09.2025,25350.7078,41842.7078,17710.7078,7640.0,24132.0
14.09.2025,22193.5338,41661.5338,19694.5338,2499.0,21967.0
15.09.2025,18688.9744,26969.9744,16784.9744,1904.0,10185.0
16.09.2025,18074.7654,23396.7654,13962.7654,4112.0,9434.0
17.09.2025,6705.9745,16464.9745,6495.9745,210.0,9969.0
18.09.2025,23663.0456,31941.0456,16568.0456,7095.0,15373.0
19.09.2025,33911.509,32160.509,14099.509,19812.0,18061.0
20.09.2025,24708.5381,30056.5381,13981.5381,10727.0,16075.0
21.09.2025,28734.4391,26671.4391,16928.4391,11806.0,9743.0
22.09.2025,16268.4532,22736.4532,12249.4532,4019.0,10487.0
23.09.2025,9174.6459,24316.6459,8777.6459,397.0,15539.0
24.09.2025,29706.3581,28992.3581,17662.3581,12044.0,11330.0
25.09.2025,20890.687,26816.687,13709.687,7181.0,13107.0
26.09.2025,17141.8046,26073.8046,11556.8046,5585.0,14517.0
27.09.2025,20143.9055,38707.9055,18195.9055,1948.0,20512.0
28.09.2025,28249.5702,28384.5702,17698.5702,10551.0,10686.0
29.09.2025,20893.9261,25701.9261,13525.9261,7368.0,12176.0
30.09.2025,32633.4172,24921.4172,10196.4172,22437.0,14725.0
