Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.01.2026,25486.0886,23163.0886,15625.0886,9861.0,7538.0
02.01.2026,15034.3273,16148.3273,8524.3273,6510.0,7624.0
03.01.2026,24109.8936,23107.8936,14752.8936,9357.0,8355.0
04.01.2026,38992.3264,26501.3264,18873.3264,20119.0,7628.0
05.01.2026,44546.0107,18233.0107,14323.0107,30223.0,3910.0
06.01.2026,43938.5443,22574.5443,17785.5443,26153.0,4789.0
07.01.2026,27564.0184,21013.0184,16740.0184,10824.0,4273.0
08.01.2026,28437.2589,18008.2589,11839.2589,16598.0,6169.0
09.01.2026,37134.2069,15836.2069,10363.2069,26771.0,5473.0
10.01.2026,16828.4635,20808.4635,13408.4635,3420.0,7400.0
11.01.2026,24559.4764,24842.4764,16717.4764,7842.0,8125.0
12.01.2026,33939.6639,26569.6639,19112.6639,14827.0,7457.0
13.01.2026,30443.1343,22772.1343,14191.1343,16252.0,8581.0
14.01.2026,21915.6189,26195.6189,15989.6189,5926.0,10206.0
15.01.2026,11185.5022,21896.5022,10697.5022,488.0,11199.0
16.01.2026,9694.7495,21607.7495,9420.7495,274.0,12187.0
17.01.2026,33147.8194,30623.8194,20933.8194,12214.0,9690.0
18.01.2026,34418.8843,26356.8843,18288.8843,16130.0,8068.0
19.01.2026,46486.6125,15116.6125,9875.6125,36611.0,5241.0
20.01.2026,12506.9246,6920.9246,5500.9246,7006.0,1420.0
21.01.2026,33288.0714,7183.0714,5968.0714,27320.0,1215.0
22.01.2026,9203.0358,6776.0358,5316.0358,3887.0,1460.0
23.01.2026,7699.065,6466.065,5142.065,2557.0,1324.0
24.01.2026,9386.5455,6559.5455,5177.5455,4209.0,1382.0
25.01.2026,8383.4009,14057.4009,5426.4009,2957.0,8631.0
26.01.2026,15930.0385,27119.0385,15148.0385,782.0,11971.0
27.01.2026,27875.8463,24463.8463,13845.8463,14030.0,10618.0
28.01.2026,20923.3806,29687.3806,17957.3806,2966.0,11730.0
29.01.2026,25668.4485,23198.4485,14023.4485,11645.0,9175.0
30.01.2026,41986.9386,22138.9386,13585.9386,28401.0,8553.0
31.01.2026,41251.2657,20461.2657,16747.2657,24504.0,3714.0
