Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.03.2025,22108.5939,6877.5939,5503.5939,16605.0,1374.0
02.03.2025,33563.7106,9476.7106,5734.7106,27829.0,3742.0
03.03.2025,5860.2203,13723.2203,5526.2203,334.0,8197.0
04.03.2025,25513.4094,19745.4094,13865.4094,11648.0,5880.0
05.03.2025,37028.4911,22011.4911,15653.4911,21375.0,6358.0
06.03.2025,38553.7933,16852.7933,11317.7933,27236.0,5535.0
07.03.2025,9964.4581,15746.4581,9558.4581,406.0,6188.0
08.03.2025,12497.7831,19525.7831,11635.7831,862.0,7890.0
09.03.2025,29838.6625,21715.6625,15791.6625,14047.0,5924.0
10.03.2025,29326.2942,16111.2942,12267.2942,17059.0,3844.0
11.03.2025,10326.1303,13511.1303,7225.1303,3101.0,6286.0
12.03.2025,8842.8881,19956.8881,8706.8881,136.0,11250.0
13.03.2025,38138.4806,19643.4806,12251.4806,25887.0,7392.0
14.03.2025,35289.5175,16236.5175,11643.5175,23646.0,4593.0
15.03.2025,33505.1075,22307.1075,16775.1075,16730.0,5532.0
16.03.2025,31859.3531,21126.3531,17046.3531,14813.0,4080.0
17.03.2025,2759.6947,9349.6947,2666.6947,93.0,6683.0
18.03.2025,11977.7139,18135.7139,10710.7139,1267.0,7425.0
19.03.2025,21390.4953,19609.4953,10357.4953,11033.0,9252.0
20.03.2025,35755.4991,17360.4991,12913.4991,22842.0,4447.0
21.03.2025,35206.2474,17643.2474,12069.2474,23137.0,5574.0
22.03.2025,26593.0679,15857.0679,11150.0679,15443.0,4707.0
23.03.2025,9263.9719,23033.9719,8518.9719,745.0,14515.0
24.03.2025,23006.0932,19633.0932,13832.0932,9174.0,5801.0
25.03.2025,27731.3438,17939.3438,9839.3438,17892.0,8100.0
26.03.2025,28027.5414,17159.5414,11250.5414,16777.0,5909.0
27.03.2025,8293.4938,13333.4938,8022.4938,271.0,5311.0
28.03.2025,16101.6997,17713.6997,11029.6997,5072.0,6684.0
29.03.2025,32649.5761,23022.5761,18030.5761,14619.0,4992.0
30.03.2025,10097.6624,19228.6624,8868.6624,1229.0,10360.0
31.03.2025,18507.1345,17372.1345,11745.1345,6762.0,5627.0
