Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.11.2025,38185.3458,29257.3458,17263.3458,20922.0,11994.0
02.11.2025,17088.7105,28621.7105,16173.7105,915.0,12448.0
03.11.2025,41694.1825,21591.1825,14981.1825,26713.0,6610.0
04.11.2025,14257.2225,16223.2225,9768.2225,4489.0,6455.0
05.11.2025,36796.2144,22964.2144,17115.2144,19681.0,5849.0
06.11.2025,19939.6654,20627.6654,12580.6654,7359.0,8047.0
07.11.2025,19727.9236,19387.9236,13579.9236,6148.0,5808.0
08.11.2025,24111.4695,18630.4695,11424.4695,12687.0,7206.0
09.11.2025,17837.8085,28198.8085,16219.8085,1618.0,11979.0
10.11.2025,14826.7715,21526.7715,13086.7715,1740.0,8440.0
11.11.2025,36088.0218,20948.0218,12115.0218,23973.0,8833.0
12.11.2025,41100.6902,25517.6902,17573.6902,23527.0,7944.0
13.11.2025,3747.0359,17656.0336,3679.0359,68.0,13976.9977
14.11.2025,37474.943,28089.943,15111.943,22363.0,12978.0
15.11.2025,35888.3549,29953.3549,19262.3549,16626.0,10691.0
16.11.2025,43801.0748,27415.0748,16553.0748,27248.0,10862.0
17.11.2025,19850.9803,18011.9803,10491.9803,9359.0,7520.0
18.11.2025,25264.4403,19962.4403,15476.4403,9788.0,4486.0
19.11.2025,32248.4164,18075.4164,13759.4164,18489.0,4316.0
20.11.2025,35343.1329,15837.1329,11069.1329,24274.0,4768.0
21.11.2025,9202.9087,16811.9087,8647.9087,555.0,8164.0
22.11.2025,30375.9017,28255.9017,20023.9017,10352.0,8232.0
23.11.2025,33065.7788,29821.7788,19307.7788,13758.0,10514.0
24.11.2025,45306.3866,27172.3866,19524.3866,25782.0,7648.0
25.11.2025,29424.4438,22320.4438,14813.4438,14611.0,7507.0
26.11.2025,38917.5318,21399.5318,15469.5318,23448.0,5930.0
27.11.2025,40273.2065,22410.2065,17616.2065,22657.0,4794.0
28.11.2025,25381.5851,16041.5851,10752.5851,14629.0,5289.0
29.11.2025,28153.2808,24371.2808,14372.2808,13781.0,9999.0
30.11.2025,10454.2128,18528.2128,9551.2128,903.0,8977.0
