Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.03.2026,21236.2182,29475.2182,15352.2182,5884.0,14123.0
02.03.2026,26052.2841,28716.2841,15502.2841,10550.0,13214.0
03.03.2026,36291.5914,27677.5914,15969.5914,20322.0,11708.0
04.03.2026,34383.02,22819.02,15527.02,18856.0,7292.0
05.03.2026,38420.1029,23967.1029,17143.1029,21277.0,6824.0
06.03.2026,32697.2673,22709.2673,16460.2673,16237.0,6249.0
07.03.2026,33793.4002,14738.4002,10805.4002,22988.0,3933.0
08.03.2026,15662.0306,5589.0306,4390.0306,11272.0,1199.0
09.03.2026,20459.0533,6113.0533,5208.0533,15251.0,905.0
10.03.2026,28449.2632,6065.2632,5202.2632,23247.0,863.0
11.03.2026,37650.0135,6190.0135,5271.0135,32379.0,919.0
12.03.2026,20612.4882,6160.4882,5157.4882,15455.0,1003.0
13.03.2026,7428.5107,5757.5107,4668.5107,2760.0,1089.0
14.03.2026,33509.9378,5902.9378,4959.9378,28550.0,943.0
15.03.2026,20602.5963,6093.5963,5081.5963,15521.0,1012.0
16.03.2026,19684.0433,5817.0433,4775.0433,14909.0,1042.0
17.03.2026,32314.0222,6083.0222,5098.0222,27216.0,985.0
18.03.2026,21487.7339,6005.7339,4906.7339,16581.0,1099.0
19.03.2026,32929.9101,6267.9101,5274.9101,27655.0,993.0
20.03.2026,32873.6391,6136.6391,5094.6391,27779.0,1042.0
21.03.2026,31751.8639,6549.8639,5495.8639,26256.0,1054.0
22.03.2026,17468.1926,5331.1926,4243.1926,13225.0,1088.0
23.03.2026,34445.0781,6475.0781,5448.0781,28997.0,1027.0
24.03.2026,33293.0515,6465.0515,5408.0515,27885.0,1057.0
25.03.2026,16873.8803,5613.8803,4532.8803,12341.0,1081.0
26.03.2026,5318.6283,6177.6283,5073.6283,245.0,1104.0
27.03.2026,16130.0953,5616.0953,4580.0953,11550.0,1036.0
28.03.2026,19729.364,5418.364,4307.364,15422.0,1111.0
29.03.2026,8655.1204,5864.1204,4780.1204,3875.0,1084.0
30.03.2026,21890.8948,6173.8948,5076.8948,16814.0,1097.0
31.03.2026,23658.9928,5792.9928,4803.9928,18855.0,989.0
