Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.01.2025,30059.222,22683.222,16782.222,13277.0,5901.0
02.01.2025,45189.2891,17397.2891,14858.2891,30331.0,2539.0
03.01.2025,22403.5904,19288.5904,14409.5904,7994.0,4879.0
04.01.2025,23939.5604,22189.5604,15127.5604,8812.0,7062.0
05.01.2025,36203.6286,21643.6286,16419.6286,19784.0,5224.0
06.01.2025,46926.5666,18784.5666,15519.5666,31407.0,3265.0
07.01.2025,30533.176,11288.176,7100.176,23433.0,4188.0
08.01.2025,35973.8027,15132.8027,11974.8027,23999.0,3158.0
09.01.2025,32117.0502,22692.0502,18131.0502,13986.0,4561.0
10.01.2025,37147.772,14496.772,11148.772,25999.0,3348.0
11.01.2025,23707.1797,24487.1797,17682.1797,6025.0,6805.0
12.01.2025,37437.6472,25384.6472,19731.6472,17706.0,5653.0
13.01.2025,43954.99,14226.99,10851.99,33103.0,3375.0
14.01.2025,29142.1124,14068.1124,10599.1124,18543.0,3469.0
15.01.2025,42727.6792,16038.6792,13056.6792,29671.0,2982.0
16.01.2025,35361.5356,14129.5356,11622.5356,23739.0,2507.0
17.01.2025,43001.1577,16522.1577,13362.1577,29639.0,3160.0
18.01.2025,36551.4043,16207.4043,13003.4043,23548.0,3204.0
19.01.2025,39380.7213,23413.7213,19112.7213,20268.0,4301.0
20.01.2025,44670.7248,13710.7248,11274.7248,33396.0,2436.0
21.01.2025,37803.6868,14910.6868,11129.6868,26674.0,3781.0
22.01.2025,45505.2108,16751.2108,13466.2108,32039.0,3285.0
23.01.2025,13007.9606,13025.9606,8570.9606,4437.0,4455.0
24.01.2025,34058.4579,15347.4579,11987.4579,22071.0,3360.0
25.01.2025,20429.7294,20857.7294,14713.7294,5716.0,6144.0
26.01.2025,8397.8085,13634.8085,8025.8085,372.0,5609.0
27.01.2025,29651.3756,18054.3756,11955.3756,17696.0,6099.0
28.01.2025,38281.8536,16397.8536,11699.8536,26582.0,4698.0
29.01.2025,39150.6699,17975.6699,12391.6699,26759.0,5584.0
30.01.2025,35686.6183,16285.6183,12991.6183,22695.0,3294.0
31.01.2025,39478.3761,20270.3761,15005.3761,24473.0,5265.0
