Date and time,Total production,Total consumption,Own consumption,Energy to grid,Energy from grid
[dd.MM.yyyy],[Wh],[Wh],[Wh],[Wh],[Wh]
01.05.2024,3811.68,22966.68,3807.68,4.0,19159.0
02.05.2024,16627.1522,35178.1522,11261.1522,5366.0,23917.0
03.05.2024,9945.4444,29436.4444,9589.4444,356.0,19847.0
04.05.2024,20459.95,39132.95,19054.95,1405.0,20078.0
05.05.2024,20982.6842,24336.6842,14002.6842,6980.0,10334.0
06.05.2024,12846.4656,30479.4656,12332.4656,514.0,18147.0
07.05.2024,15538.7606,30150.7606,13738.7606,1800.0,16412.0
08.05.2024,5019.3644,25083.3644,5010.3644,9.0,20073.0
09.05.2024,22859.7606,33149.7606,17610.7606,5249.0,15539.0
10.05.2024,4906.6653,24718.6653,3805.6653,1101.0,20913.0
11.05.2024,14080.7731,38222.7731,12473.7731,1607.0,25749.0
12.05.2024,15293.3286,28647.3286,14383.3286,910.0,14264.0
13.05.2024,4863.4539,17767.4539,4817.4539,46.0,12950.0
14.05.2024,20513.0139,33201.0139,18087.0139,2426.0,15114.0
15.05.2024,18951.4025,17453.4025,7915.4025,11036.0,9538.0
16.05.2024,11473.88,25310.88,10717.88,756.0,14593.0
17.05.2024,16573.875,32182.875,14566.875,2007.0,17616.0
18.05.2024,4211.8894,33529.8894,4149.8894,62.0,29380.0
19.05.2024,10570.0697,32162.0697,9674.0697,896.0,22488.0
20.05.2024,3787.2922,30857.2922,3774.2922,13.0,27083.0
21.05.2024,3183.6583,33372.6583,3155.6583,28.0,30217.0
22.05.2024,6601.6067,27157.6067,6571.6067,30.0,20586.0
23.05.2024,17187.9628,33626.9628,16843.9628,344.0,16783.0
24.05.2024,13727.1725,31987.1725,12521.1725,1206.0,19466.0
25.05.2024,7092.4275,34446.4275,6187.4275,905.0,28259.0
26.05.2024,11592.1536,41849.1536,10489.1536,1103.0,31360.0
27.05.2024,12718.68,33030.68,10615.68,2103.0,22415.0
28.05.2024,14243.4181,29882.4181,11556.4181,2687.0,18326.0
29.05.2024,2650.3514,22805.3514,2594.3514,56.0,20211.0
30.05.2024,7755.1319,24728.1319,7610.1319,145.0,17118.0
31.05.2024,5096.9961,20450.9961,4914.9961,182.0,15536.0
